tanggal,harga
14 September 2024,25356
15 September 2024,25256
16 September 2024,25294
17 September 2024,25194
18 September 2024,25142
19 September 2024,25052
20 September 2024,25101
21 September 2024,25148
22 September 2024,25257
23 September 2024,25222
24 September 2024,25267
25 September 2024,25184
26 September 2024,25172
27 September 2024,25246
28 September 2024,25288
29 September 2024,25180
30 September 2024,25267
01 October 2024,25324
02 October 2024,25206
03 October 2024,25205
04 October 2024,25272
05 October 2024,25230
06 October 2024,25169
07 October 2024,25333
08 October 2024,25365
09 October 2024,25235
10 October 2024,25204
11 October 2024,25231
12 October 2024,25304
13 October 2024,25376
14 October 2024,27005
15 October 2024,25341
16 October 2024,25389
17 October 2024,25462
18 October 2024,25399
19 October 2024,25021
20 October 2024,25188
21 October 2024,25202
22 October 2024,25234
23 October 2024,25331
24 October 2024,25341
25 October 2024,25248
26 October 2024,25202
27 October 2024,25212
28 October 2024,25312
29 October 2024,25318
30 October 2024,25076
31 October 2024,24391
01 November 2024,25223
02 November 2024,24846
03 November 2024,25015
04 November 2024,25144
05 November 2024,24821
06 November 2024,25104
07 November 2024,24994
08 November 2024,24926
09 November 2024,24910
10 November 2024,24950
11 November 2024,25011
12 November 2024,25000
13 November 2024,25092
14 November 2024,25090
15 November 2024,24990
16 November 2024,25021
17 November 2024,25051
18 November 2024,25024
19 November 2024,25080
20 November 2024,25098
21 November 2024,25056
22 November 2024,25028
23 November 2024,25025
24 November 2024,25045
25 November 2024,25043
26 November 2024,25096
27 November 2024,25039
28 November 2024,25109
29 November 2024,25038
30 November 2024,24965
01 December 2024,25065
02 December 2024,24988
03 December 2024,24966
04 December 2024,25092
05 December 2024,25025
06 December 2024,25356
07 December 2024,25929
08 December 2024,26238
09 December 2024,26671
10 December 2024,27296
11 December 2024,28257
12 December 2024,28076
13 December 2024,28261
14 December 2024,28624
15 December 2024,28817
16 December 2024,28793
17 December 2024,29087
18 December 2024,29232
19 December 2024,29288
20 December 2024,29550
21 December 2024,29324
22 December 2024,29333
23 December 2024,29423
24 December 2024,29486
25 December 2024,29350
26 December 2024,29127
27 December 2024,29269
28 December 2024,29259
29 December 2024,29027
30 December 2024,29166
31 December 2024,28851
01 January 2025,28738
02 January 2025,28689
03 January 2025,28595
04 January 2025,28034
05 January 2025,28101
06 January 2025,28134
07 January 2025,28292
08 January 2025,28018
09 January 2025,27666
10 January 2025,27348
11 January 2025,26958
12 January 2025,26948
13 January 2025,26398
14 January 2025,26531
15 January 2025,26166
16 January 2025,26146
17 January 2025,25997
18 January 2025,25750
19 January 2025,25616
20 January 2025,25416
21 January 2025,25420
22 January 2025,25155
23 January 2025,24806
24 January 2025,24924
25 January 2025,25000
26 January 2025,25147
27 January 2025,25270
28 January 2025,25087
29 January 2025,25238
30 January 2025,25301
31 January 2025,25412
01 February 2025,25802
02 February 2025,25740
03 February 2025,25904
04 February 2025,26090
05 February 2025,26113
06 February 2025,26111
07 February 2025,26116
08 February 2025,26118
09 February 2025,26099
10 February 2025,26410
11 February 2025,26294
12 February 2025,26178
13 February 2025,26281
14 February 2025,26399
15 February 2025,26370
16 February 2025,26572
17 February 2025,26825
18 February 2025,27059
19 February 2025,27398
20 February 2025,27673
21 February 2025,28204
22 February 2025,28270
23 February 2025,28178
24 February 2025,28340
25 February 2025,28433
26 February 2025,28587
27 February 2025,28639
28 February 2025,28547
01 March 2025,28516
02 March 2025,27895
03 March 2025,28242
04 March 2025,28465
05 March 2025,28262
06 March 2025,28336
07 March 2025,28147
08 March 2025,28104
09 March 2025,27476
10 March 2025,27953
11 March 2025,27597
12 March 2025,27120
13 March 2025,26723
14 March 2025,26246
15 March 2025,26904
16 March 2025,26114
17 March 2025,26253
18 March 2025,26680
19 March 2025,26113
20 March 2025,25886
21 March 2025,25541
22 March 2025,25666
23 March 2025,25500
24 March 2025,25798
25 March 2025,25670
26 March 2025,25871
27 March 2025,25839
28 March 2025,24296
29 March 2025,23852
30 March 2025,22729
31 March 2025,25666
01 April 2025,25800
02 April 2025,25833
03 April 2025,25925
04 April 2025,25743
05 April 2025,25237
06 April 2025,25222
07 April 2025,25579
08 April 2025,25746
09 April 2025,25497
10 April 2025,25366
11 April 2025,25327
12 April 2025,25375
13 April 2025,25401
14 April 2025,25174
15 April 2025,24997
16 April 2025,24879
17 April 2025,25103
18 April 2025,24953
19 April 2025,25041
20 April 2025,24910
21 April 2025,24810
22 April 2025,24857
23 April 2025,25049
24 April 2025,25545
25 April 2025,26126
26 April 2025,26282
27 April 2025,26666
28 April 2025,26794
29 April 2025,26510
30 April 2025,26380
01 May 2025,26360
02 May 2025,26465
03 May 2025,26505
04 May 2025,26277
05 May 2025,26180
06 May 2025,25701
07 May 2025,26053
08 May 2025,25975
09 May 2025,25862
10 May 2025,25903
11 May 2025,25756
12 May 2025,25844
13 May 2025,25806
14 May 2025,25956
15 May 2025,25913
16 May 2025,25930
17 May 2025,25630
18 May 2025,25812
19 May 2025,25880
20 May 2025,25862
21 May 2025,25758
22 May 2025,25787
23 May 2025,25898
24 May 2025,25750
25 May 2025,25812
26 May 2025,25784
27 May 2025,25724
28 May 2025,25711
29 May 2025,25583
30 May 2025,25688
31 May 2025,25826
01 June 2025,26181
02 June 2025,26281
03 June 2025,26462
04 June 2025,26486
05 June 2025,26524
06 June 2025,27043
07 June 2025,26886
08 June 2025,26894
09 June 2025,26606
10 June 2025,26660
11 June 2025,26685
12 June 2025,26832
13 June 2025,26550
14 June 2025,26986
15 June 2025,27145
16 June 2025,26790
17 June 2025,26782
18 June 2025,26839
19 June 2025,26858
20 June 2025,26601
21 June 2025,26930
22 June 2025,27000
23 June 2025,26873
24 June 2025,26839
25 June 2025,26913
26 June 2025,26916
27 June 2025,26837
28 June 2025,27121
29 June 2025,27033
30 June 2025,26826
01 July 2025,26807
02 July 2025,26820
03 July 2025,26977
04 July 2025,27188
05 July 2025,27538
06 July 2025,27854
07 July 2025,27426
08 July 2025,27404
09 July 2025,27410
10 July 2025,27479
11 July 2025,27444
12 July 2025,27589
13 July 2025,27509
14 July 2025,27458
15 July 2025,27515
16 July 2025,27555
17 July 2025,27553
18 July 2025,27548
19 July 2025,27680
20 July 2025,27651
21 July 2025,27517
22 July 2025,27553
23 July 2025,27456
24 July 2025,27226
25 July 2025,27128
26 July 2025,27316
27 July 2025,26030
28 July 2025,27386
29 July 2025,27287
30 July 2025,27375
31 July 2025,27305
01 August 2025,27312
02 August 2025,27395
03 August 2025,26924
04 August 2025,27293
05 August 2025,27141
06 August 2025,27393
07 August 2025,26993
08 August 2025,27048
09 August 2025,26788
10 August 2025,26683
11 August 2025,26969
12 August 2025,26970
13 August 2025,26775
14 August 2025,26784
15 August 2025,26765
16 August 2025,26484
17 August 2025,26283
18 August 2025,26436
19 August 2025,26442
20 August 2025,26098
21 August 2025,26102
22 August 2025,25916
23 August 2025,26208
24 August 2025,26166
25 August 2025,25940
26 August 2025,26108
27 August 2025,25722
28 August 2025,25896
29 August 2025,25791
30 August 2025,26142
31 August 2025,26142
01 September 2025,28660
02 September 2025,25881
03 September 2025,25905
04 September 2025,26196
05 September 2025,26283
06 September 2025,26850
07 September 2025,27020
08 September 2025,27020
09 September 2025,27195
10 September 2025,27410
11 September 2025,27463
12 September 2025,27591
13 September 2025,27500
14 September 2025,27625
15 September 2025,27560
16 September 2025,27538
17 September 2025,27680
18 September 2025,27675
19 September 2025,27689
20 September 2025,27875
21 September 2025,27714
22 September 2025,27652
23 September 2025,27724
24 September 2025,27723
25 September 2025,27678
26 September 2025,27863
27 September 2025,28083
28 September 2025,28047
29 September 2025,27875
30 September 2025,27928
01 October 2025,28062
02 October 2025,28212
03 October 2025,28266
04 October 2025,28629
05 October 2025,28633
06 October 2025,28548
07 October 2025,28690
